Antecedente;Valor;Consequente;Valor;Conf;Lift;Lev;Conv
negativacao ren ;79738;processo ;3693;0,05;2,71;0;1,03
processo ;79963;negativacao ren ;3693;0,05;2,71;0;1,03
ren ;306902;negativacao processo ;3693;0,01;2,09;0;1,01
ren processo ;11224;negativacao ;3693;0,33;1,68;0;1,2
alterar-carga-bt ;13586;negativacao ;3649;0,27;1,37;0;1,1
negativacao ;913226;alterar-carga-bt ;3649;0;1,37;0;1
afericao-bt ;27085;negativacao religacao-bt ;3645;0,13;2,66;0;1,1
negativacao ;913226;religacao-bt afericao-bt ;3645;0;3,03;0;1
negativacao afericao-bt ;11442;religacao-bt ;3645;0,32;3,88;0;1,35
negativacao religacao-bt ;236137;afericao-bt ;3645;0,02;2,66;0;1,01
religacao-bt ;383478;negativacao afericao-bt ;3645;0,01;3,88;0;1,01
religacao-bt afericao-bt ;6154;negativacao ;3645;0,59;3,03;0;1,97
desligamento-bt ;9259;negativacao ;3489;0,38;1,93;0;1,29
negativacao ;913226;desligamento-bt ;3489;0;1,93;0;1
corte-bt ;489093;religacao-bt substituicao-bt ;3447;0,01;7,13;0;1,01
corte-bt religacao-bt ;308806;substituicao-bt ;3447;0,01;2,04;0;1,01
corte-bt substituicao-bt ;4344;religacao-bt ;3447;0,79;9,67;0;4,44
religacao-bt ;383478;corte-bt substituicao-bt ;3447;0,01;9,67;0;1,01
religacao-bt substituicao-bt ;4622;corte-bt ;3447;0,75;7,13;0;3,52
substituicao-bt ;25541;corte-bt religacao-bt ;3447;0,13;2,04;0;1,08
corte-bt ;489093;desligamento-bt ;3403;0,01;3,51;0;1,01
desligamento-bt ;9259;corte-bt ;3403;0,37;3,51;0;1,42
afericao-bt ;27085;religacao-bt reclamacao ;3390;0,13;10,18;0;1,13
reclamacao ;207044;religacao-bt afericao-bt ;3390;0,02;12,44;0;1,02
reclamacao afericao-bt ;12320;religacao-bt ;3390;0,28;3,35;0;1,27
religacao-bt ;383478;reclamacao afericao-bt ;3390;0,01;3,35;0;1,01
religacao-bt afericao-bt ;6154;reclamacao ;3390;0,55;12,44;0;2,13
religacao-bt reclamacao ;57459;afericao-bt ;3390;0,06;10,18;0;1,06
negativacao ;913226;ren verif-instalacao-bt ;3272;0;1,6;0;1
negativacao ren ;79738;verif-instalacao-bt ;3272;0,04;3,12;0;1,03
negativacao verif-instalacao-bt ;19365;ren ;3272;0,17;2,57;0;1,12
ren ;306902;negativacao verif-instalacao-bt ;3272;0,01;2,57;0;1,01
ren verif-instalacao-bt ;10484;negativacao ;3272;0,31;1,6;0;1,17
verif-instalacao-bt ;61563;negativacao ren ;3272;0,05;3,12;0;1,04
modifmanut-medic-bt ;49414;verif-instalacao-bt ;3192;0,06;4,9;0;1,05
verif-instalacao-bt ;61563;modifmanut-medic-bt ;3192;0,05;4,9;0;1,04
corte-bt ;489093;ren processo ;3119;0,01;2,66;0;1
corte-bt processo ;18620;ren ;3119;0,17;2,55;0;1,12
corte-bt ren ;52998;processo ;3119;0,06;3,44;0;1,04
processo ;79963;corte-bt ren ;3119;0,04;3,44;0;1,03
ren ;306902;corte-bt processo ;3119;0,01;2,55;0;1,01
ren processo ;11224;corte-bt ;3119;0,28;2,66;0;1,24
modifmanut-medic-bt ;49414;religacao-bt reclamacao ;3106;0,06;5,11;0;1,05
reclamacao ;207044;religacao-bt modifmanut-medic-bt ;3106;0,02;9,06;0;1,01
reclamacao modifmanut-medic-bt ;10674;religacao-bt ;3106;0,29;3,55;0;1,29
religacao-bt ;383478;reclamacao modifmanut-medic-bt ;3106;0,01;3,55;0;1,01
religacao-bt modifmanut-medic-bt ;7741;reclamacao ;3106;0,4;9,06;0;1,6
religacao-bt reclamacao ;57459;modifmanut-medic-bt ;3106;0,05;5,11;0;1,05
corte-bt ;489093;religacao-bt solicitacaoouvidoria ;3077;0,01;7,95;0;1,01
corte-bt religacao-bt ;308806;solicitacaoouvidoria ;3077;0,01;3,36;0;1,01
corte-bt solicitacaoouvidoria ;3828;religacao-bt ;3077;0,8;9,8;0;4,67
religacao-bt ;383478;corte-bt solicitacaoouvidoria ;3077;0,01;9,8;0;1,01
religacao-bt solicitacaoouvidoria ;3697;corte-bt ;3077;0,83;7,95;0;5,33
solicitacaoouvidoria ;13841;corte-bt religacao-bt ;3077;0,22;3,36;0;1,2
corte-bt ;489093;reclamacao modifmanut-medic-bt ;2976;0,01;2,66;0;1
corte-bt modifmanut-medic-bt ;8508;reclamacao ;2976;0,35;7,9;0;1,47
corte-bt reclamacao ;55364;modifmanut-medic-bt ;2976;0,05;5,08;0;1,05
modifmanut-medic-bt ;49414;corte-bt reclamacao ;2976;0,06;5,08;0;1,05
reclamacao ;207044;corte-bt modifmanut-medic-bt ;2976;0,01;7,9;0;1,01
reclamacao modifmanut-medic-bt ;10674;corte-bt ;2976;0,28;2,66;0;1,24
fiscalizacao-bt ;64097;processo ;2926;0,05;2,67;0;1,03
processo ;79963;fiscalizacao-bt ;2926;0,04;2,67;0;1,02
processo ;79963;verif-instalacao-bt ;2925;0,04;2,78;0;1,02
verif-instalacao-bt ;61563;processo ;2925;0,05;2,78;0;1,03
afericao-bt ;27085;substituicao-bt ;2901;0,11;19,6;0;1,11
substituicao-bt ;25541;afericao-bt ;2901;0,11;19,6;0;1,12
fiscalizacao-bt ;64097;ren toi ;2832;0,04;5,94;0;1,04
fiscalizacao-bt ;64097;toi ;2832;0,04;5,94;0;1,04
fiscalizacao-bt toi ;2832;ren ;2832;1;15,23;0;2646,05
ren ;306902;fiscalizacao-bt toi ;2832;0,01;15,23;0;1,01
ren fiscalizacao-bt ;12739;toi ;2832;0,22;29,88;0;1,28
ren toi ;34778;fiscalizacao-bt ;2832;0,08;5,94;0;1,07
toi ;34778;fiscalizacao-bt ;2832;0,08;5,94;0;1,07
toi ;34778;ren fiscalizacao-bt ;2832;0,08;29,88;0;1,09
corte-bt ;489093;religacao-bt toi ;2821;0,01;6,89;0;1
corte-bt religacao-bt ;308806;toi ;2821;0,01;1,23;0;1
corte-bt toi ;10567;religacao-bt ;2821;0,27;3,25;0;1,25
religacao-bt ;383478;corte-bt toi ;2821;0,01;3,25;0;1,01
religacao-bt toi ;3912;corte-bt ;2821;0,72;6,89;0;3,21
toi ;34778;corte-bt religacao-bt ;2821;0,08;1,23;0;1,02
corte-bt ;489093;negativacao substituicao-bt ;2754;0,01;2,87;0;1
corte-bt substituicao-bt ;4344;negativacao ;2754;0,63;3,24;0;2,2
negativacao ;913226;corte-bt substituicao-bt ;2754;0;3,24;0;1
negativacao corte-bt ;304318;substituicao-bt ;2754;0,01;1,66;0;1
negativacao substituicao-bt ;9169;corte-bt ;2754;0,3;2,87;0;1,28
substituicao-bt ;25541;negativacao corte-bt ;2754;0,11;1,66;0;1,05
negativacao ;913226;reclamacao solicitacaoouvidoria ;2693;0;2;0;1
negativacao reclamacao ;82075;solicitacaoouvidoria ;2693;0,03;11,08;0;1,03
negativacao solicitacaoouvidoria ;4980;reclamacao ;2693;0,54;12,21;0;2,08
reclamacao ;207044;negativacao solicitacaoouvidoria ;2693;0,01;12,21;0;1,01
reclamacao solicitacaoouvidoria ;6878;negativacao ;2693;0,39;2;0;1,32
solicitacaoouvidoria ;13841;negativacao reclamacao ;2693;0,19;11,08;0;1,22
reclamacao ;207044;ren verif-instalacao-bt ;2683;0,01;5,78;0;1,01
reclamacao verif-instalacao-bt ;20774;ren ;2683;0,13;1,97;0;1,07
ren ;306902;reclamacao verif-instalacao-bt ;2683;0,01;1,97;0;1
ren reclamacao ;15503;verif-instalacao-bt ;2683;0,17;13,14;0;1,19
ren verif-instalacao-bt ;10484;reclamacao ;2683;0,26;5,78;0;1,28
verif-instalacao-bt ;61563;ren reclamacao ;2683;0,04;13,14;0;1,04
negativacao ;913226;religacao-bt substituicao-bt ;2630;0;2,91;0;1
negativacao religacao-bt ;236137;substituicao-bt ;2630;0,01;2,04;0;1,01
negativacao substituicao-bt ;9169;religacao-bt ;2630;0,29;3,5;0;1,29
religacao-bt ;383478;negativacao substituicao-bt ;2630;0,01;3,5;0;1
religacao-bt substituicao-bt ;4622;negativacao ;2630;0,57;2,91;0;1,87
substituicao-bt ;25541;negativacao religacao-bt ;2630;0,1;2,04;0;1,06
afericao-bt ;27085;processo ;2627;0,1;5,67;0;1,09
processo ;79963;afericao-bt ;2627;0,03;5,67;0;1,03
processo ;79963;religacao-bt ren ;2554;0,03;4,23;0;1,03
religacao-bt ;383478;ren processo ;2554;0,01;2,77;0;1
religacao-bt processo ;16272;ren ;2554;0,16;2,39;0;1,11
religacao-bt ren ;35276;processo ;2554;0,07;4,23;0;1,06
ren ;306902;religacao-bt processo ;2554;0,01;2,39;0;1
ren processo ;11224;religacao-bt ;2554;0,23;2,77;0;1,19
processo ;79963;ren toi ;2516;0,03;4,23;0;1,02
processo ;79963;toi ;2516;0,03;4,23;0;1,02
processo toi ;2516;ren ;2516;1;15,23;0;2350,79
ren ;306902;processo toi ;2516;0,01;15,23;0;1,01
ren processo ;11224;toi ;2516;0,22;30,13;0;1,28
ren toi ;34778;processo ;2516;0,07;4,23;0;1,06
toi ;34778;processo ;2516;0,07;4,23;0;1,06
toi ;34778;ren processo ;2516;0,07;30,13;0;1,08
alterar-carga-bt ;13586;negativacao vistoria-bt ;2468;0,18;221,8;0;1,22
alterar-carga-bt vistoria-bt ;7659;negativacao ;2468;0,32;1,65;0;1,19
negativacao ;913226;alterar-carga-bt vistoria-bt ;2468;0;1,65;0;1
negativacao alterar-carga-bt ;3649;vistoria-bt ;2468;0,68;237,38;0;3,08
negativacao vistoria-bt ;3828;alterar-carga-bt ;2468;0,64;221,8;0;2,8
vistoria-bt ;13317;negativacao alterar-carga-bt ;2468;0,19;237,38;0;1,23
negativacao ;913226;reclamacao substituicao-bt ;2451;0;2,03;0;1
negativacao reclamacao ;82075;substituicao-bt ;2451;0,03;5,46;0;1,03
negativacao substituicao-bt ;9169;reclamacao ;2451;0,27;6,03;0;1,3
reclamacao ;207044;negativacao substituicao-bt ;2451;0,01;6,03;0;1,01
reclamacao substituicao-bt ;6174;negativacao ;2451;0,4;2,03;0;1,33
substituicao-bt ;25541;negativacao reclamacao ;2451;0,1;5,46;0;1,09
afericao-bt ;27085;verif-instalacao-bt ;2419;0,09;6,78;0;1,08
verif-instalacao-bt ;61563;afericao-bt ;2419;0,04;6,78;0;1,03
corte-bt ;489093;processo fiscalizacao-bt ;2347;0;7,67;0;1
corte-bt fiscalizacao-bt ;46776;processo ;2347;0,05;2,93;0;1,03
corte-bt processo ;18620;fiscalizacao-bt ;2347;0,13;9,19;0;1,13
fiscalizacao-bt ;64097;corte-bt processo ;2347;0,04;9,19;0;1,03
processo ;79963;corte-bt fiscalizacao-bt ;2347;0,03;2,93;0;1,02
processo fiscalizacao-bt ;2926;corte-bt ;2347;0,8;7,67;0;4,52
reclamacao ;207044;religacao-bt solicitacaoouvidoria ;2326;0,01;14,2;0;1,01
reclamacao solicitacaoouvidoria ;6878;religacao-bt ;2326;0,34;4,12;0;1,39
religacao-bt ;383478;reclamacao solicitacaoouvidoria ;2326;0,01;4,12;0;1
religacao-bt reclamacao ;57459;solicitacaoouvidoria ;2326;0,04;13,67;0;1,04
religacao-bt solicitacaoouvidoria ;3697;reclamacao ;2326;0,63;14,2;0;2,58
solicitacaoouvidoria ;13841;religacao-bt reclamacao ;2326;0,17;13,67;0;1,19
ren ;306902;substituicao-bt ;2315;0,01;1,38;0;1
substituicao-bt ;25541;ren ;2315;0,09;1,38;0;1,03
corte-bt ;489093;reclamacao solicitacaoouvidoria ;2294;0;3,19;0;1
corte-bt reclamacao ;55364;solicitacaoouvidoria ;2294;0,04;13,99;0;1,04
corte-bt solicitacaoouvidoria ;3828;reclamacao ;2294;0,6;13,53;0;2,38
reclamacao ;207044;corte-bt solicitacaoouvidoria ;2294;0,01;13,53;0;1,01
reclamacao solicitacaoouvidoria ;6878;corte-bt ;2294;0,33;3,19;0;1,34
solicitacaoouvidoria ;13841;corte-bt reclamacao ;2294;0,17;13,99;0;1,18
alterar-carga-bt ;13586;fiscalizacao-bt ;2267;0,17;12,17;0;1,18
fiscalizacao-bt ;64097;alterar-carga-bt ;2267;0,04;12,17;0;1,03
negativacao ;913226;retificacao-nome-end ;2243;0;1,73;0;1
retificacao-nome-end ;6637;negativacao ;2243;0,34;1,73;0;1,22
corte-bt ;489093;negativacao solicitacaoouvidoria ;2232;0;4,28;0;1
corte-bt solicitacaoouvidoria ;3828;negativacao ;2232;0,58;2,98;0;1,93
negativacao ;913226;corte-bt solicitacaoouvidoria ;2232;0;2,98;0;1
negativacao corte-bt ;304318;solicitacaoouvidoria ;2232;0,01;2,48;0;1
negativacao solicitacaoouvidoria ;4980;corte-bt ;2232;0,45;4,28;0;1,62
solicitacaoouvidoria ;13841;negativacao corte-bt ;2232;0,16;2,48;0;1,11
modifmanut-medic-bt ;49414;processo ;2221;0,04;2,63;0;1,03
processo ;79963;modifmanut-medic-bt ;2221;0,03;2,63;0;1,02
corte-bt ;489093;ren verif-instalacao-bt ;2210;0;2,01;0;1
corte-bt ren ;52998;verif-instalacao-bt ;2210;0,04;3,17;0;1,03
corte-bt verif-instalacao-bt ;11365;ren ;2210;0,19;2,96;0;1,16
ren ;306902;corte-bt verif-instalacao-bt ;2210;0,01;2,96;0;1
ren verif-instalacao-bt ;10484;corte-bt ;2210;0,21;2,01;0;1,13
verif-instalacao-bt ;61563;corte-bt ren ;2210;0,04;3,17;0;1,03
reclamacao ;207044;ren toi ;2136;0,01;1,39;0;1
reclamacao ;207044;toi ;2136;0,01;1,39;0;1
reclamacao toi ;2136;ren ;2136;1;15,23;0;1995,75
ren ;306902;reclamacao toi ;2136;0,01;15,23;0;1,01
ren reclamacao ;15503;toi ;2136;0,14;18,52;0;1,15
ren toi ;34778;reclamacao ;2136;0,06;1,39;0;1,02
toi ;34778;reclamacao ;2136;0,06;1,39;0;1,02
toi ;34778;ren reclamacao ;2136;0,06;18,52;0;1,06
negativacao ;913226;verif-instalacao-bt substituicao-bt ;2101;0;1,84;0;1
negativacao substituicao-bt ;9169;verif-instalacao-bt ;2101;0,23;17,4;0;1,28
negativacao verif-instalacao-bt ;19365;substituicao-bt ;2101;0,11;19,85;0;1,12
substituicao-bt ;25541;negativacao verif-instalacao-bt ;2101;0,08;19,85;0;1,09
verif-instalacao-bt ;61563;negativacao substituicao-bt ;2101;0,03;17,4;0;1,03
verif-instalacao-bt substituicao-bt ;5846;negativacao ;2101;0,36;1,84;0;1,26
acompanhamento-bt ;3497;alterar-carga-bt ;2072;0,59;203,84;0;2,45
alterar-carga-bt ;13586;acompanhamento-bt ;2072;0,15;203,84;0;1,18
modifmanut-medic-bt ;49414;negativacao ren ;2046;0,04;2,43;0;1,03
negativacao ;913226;ren modifmanut-medic-bt ;2046;0;1,47;0;1
negativacao modifmanut-medic-bt ;15703;ren ;2046;0,13;1,98;0;1,07
negativacao ren ;79738;modifmanut-medic-bt ;2046;0,03;2,43;0;1,02
ren ;306902;negativacao modifmanut-medic-bt ;2046;0,01;1,98;0;1
ren modifmanut-medic-bt ;7112;negativacao ;2046;0,29;1,47;0;1,13
alterar-carga-bt ;13586;reclamacao ;2044;0,15;3,4;0;1,12
reclamacao ;207044;alterar-carga-bt ;2044;0,01;3,4;0;1,01
negativacao ;913226;religacao-bt solicitacaoouvidoria ;2004;0;2,77;0;1
negativacao religacao-bt ;236137;solicitacaoouvidoria ;2004;0,01;2,87;0;1,01
negativacao solicitacaoouvidoria ;4980;religacao-bt ;2004;0,4;4,9;0;1,54
religacao-bt ;383478;negativacao solicitacaoouvidoria ;2004;0,01;4,9;0;1
religacao-bt solicitacaoouvidoria ;3697;negativacao ;2004;0,54;2,77;0;1,76
solicitacaoouvidoria ;13841;negativacao religacao-bt ;2004;0,14;2,87;0;1,11
afericao-bt ;27085;reclamacao verif-instalacao-bt ;1977;0,07;16,42;0;1,07
reclamacao ;207044;verif-instalacao-bt afericao-bt ;1977;0,01;18,45;0;1,01
reclamacao afericao-bt ;12320;verif-instalacao-bt ;1977;0,16;12,18;0;1,18
reclamacao verif-instalacao-bt ;20774;afericao-bt ;1977;0,1;16,42;0;1,1
verif-instalacao-bt ;61563;reclamacao afericao-bt ;1977;0,03;12,18;0;1,03
verif-instalacao-bt afericao-bt ;2419;reclamacao ;1977;0,82;18,45;0;5,22
afericao-bt ;27085;ren ;1966;0,07;1,11;0;1,01
ren ;306902;afericao-bt ;1966;0,01;1,11;0;1
corte-bt ;489093;fiscalizacao-bt toi ;1908;0;6,44;0;1
corte-bt fiscalizacao-bt ;46776;toi ;1908;0,04;5,48;0;1,03
corte-bt toi ;10567;fiscalizacao-bt ;1908;0,18;13,17;0;1,2
fiscalizacao-bt ;64097;corte-bt toi ;1908;0,03;13,17;0;1,03
fiscalizacao-bt toi ;2832;corte-bt ;1908;0,67;6,44;0;2,74
toi ;34778;corte-bt fiscalizacao-bt ;1908;0,05;5,48;0;1,05
reclamacao ;207044;verif-instalacao-bt substituicao-bt ;1841;0,01;7,11;0;1,01
reclamacao substituicao-bt ;6174;verif-instalacao-bt ;1841;0,3;22,64;0;1,41
reclamacao verif-instalacao-bt ;20774;substituicao-bt ;1841;0,09;16,22;0;1,09
substituicao-bt ;25541;reclamacao verif-instalacao-bt ;1841;0,07;16,22;0;1,07
verif-instalacao-bt ;61563;reclamacao substituicao-bt ;1841;0,03;22,64;0;1,03
verif-instalacao-bt substituicao-bt ;5846;reclamacao ;1841;0,31;7,11;0;1,39
religacao-bt ;383478;ren verif-instalacao-bt ;1831;0;2,13;0;1
religacao-bt ren ;35276;verif-instalacao-bt ;1831;0,05;3,94;0;1,04
religacao-bt verif-instalacao-bt ;9126;ren ;1831;0,2;3,06;0;1,17
ren ;306902;religacao-bt verif-instalacao-bt ;1831;0,01;3,06;0;1
ren verif-instalacao-bt ;10484;religacao-bt ;1831;0,17;2,13;0;1,11
verif-instalacao-bt ;61563;religacao-bt ren ;1831;0,03;3,94;0;1,02
fiscalizacao-bt ;64097;verif-instalacao-bt ;1754;0,03;2,08;0;1,01
verif-instalacao-bt ;61563;fiscalizacao-bt ;1754;0,03;2,08;0;1,02
negativacao ;913226;religacao-bt toi ;1729;0;2,26;0;1
negativacao toi ;8644;religacao-bt ;1729;0,2;2,44;0;1,15
religacao-bt ;383478;negativacao toi ;1729;0;2,44;0;1
religacao-bt toi ;3912;negativacao ;1729;0,44;2,26;0;1,44
reclamacao ;207044;religacao-bt substituicao-bt ;1706;0,01;8,33;0;1,01
reclamacao substituicao-bt ;6174;religacao-bt ;1706;0,28;3,37;0;1,27
religacao-bt ;383478;reclamacao substituicao-bt ;1706;0;3,37;0;1
religacao-bt reclamacao ;57459;substituicao-bt ;1706;0,03;5,43;0;1,02
religacao-bt substituicao-bt ;4622;reclamacao ;1706;0,37;8,33;0;1,51
substituicao-bt ;25541;religacao-bt reclamacao ;1706;0,07;5,43;0;1,06
fiscalizacao-bt ;64097;negativacao processo ;1655;0,03;4,48;0;1,02
negativacao ;913226;processo fiscalizacao-bt ;1655;0;2,89;0;1
negativacao fiscalizacao-bt ;35516;processo ;1655;0,05;2,72;0;1,03
negativacao processo ;26936;fiscalizacao-bt ;1655;0,06;4,48;0;1,05
processo ;79963;negativacao fiscalizacao-bt ;1655;0,02;2,72;0;1,01
processo fiscalizacao-bt ;2926;negativacao ;1655;0,57;2,89;0;1,85
afericao-bt ;27085;modifmanut-medic-bt ;1651;0,06;5,77;0;1,05
modifmanut-medic-bt ;49414;afericao-bt ;1651;0,03;5,77;0;1,03
modifmanut-medic-bt ;49414;reclamacao verif-instalacao-bt ;1596;0,03;7,27;0;1,03
reclamacao ;207044;verif-instalacao-bt modifmanut-medic-bt ;1596;0,01;11,29;0;1,01
reclamacao modifmanut-medic-bt ;10674;verif-instalacao-bt ;1596;0,15;11,35;0;1,16
reclamacao verif-instalacao-bt ;20774;modifmanut-medic-bt ;1596;0,08;7,27;0;1,07
verif-instalacao-bt ;61563;reclamacao modifmanut-medic-bt ;1596;0,03;11,35;0;1,02
verif-instalacao-bt modifmanut-medic-bt ;3192;reclamacao ;1596;0,5;11,29;0;1,91
corte-bt ;489093;negativacao desligamento-bt ;1580;0;4,33;0;1
corte-bt desligamento-bt ;3403;negativacao ;1580;0,46;2,38;0;1,5
desligamento-bt ;9259;negativacao corte-bt ;1580;0,17;2,62;0;1,13
negativacao ;913226;corte-bt desligamento-bt ;1580;0;2,38;0;1
negativacao corte-bt ;304318;desligamento-bt ;1580;0,01;2,62;0;1
negativacao desligamento-bt ;3489;corte-bt ;1580;0,45;4,33;0;1,64
corte-bt ;489093;reclamacao substituicao-bt ;1558;0;2,41;0;1
corte-bt reclamacao ;55364;substituicao-bt ;1558;0,03;5,15;0;1,02
corte-bt substituicao-bt ;4344;reclamacao ;1558;0,36;8,1;0;1,49
reclamacao ;207044;corte-bt substituicao-bt ;1558;0,01;8,1;0;1,01
reclamacao substituicao-bt ;6174;corte-bt ;1558;0,25;2,41;0;1,2
substituicao-bt ;25541;corte-bt reclamacao ;1558;0,06;5,15;0;1,05
fiscalizacao-bt ;64097;religacao-bt processo ;1550;0,02;6,95;0;1,02
processo ;79963;religacao-bt fiscalizacao-bt ;1550;0,02;3,23;0;1,01
processo fiscalizacao-bt ;2926;religacao-bt ;1550;0,53;6,46;0;1,95
religacao-bt ;383478;processo fiscalizacao-bt ;1550;0;6,46;0;1
religacao-bt fiscalizacao-bt ;28078;processo ;1550;0,06;3,23;0;1,04
religacao-bt processo ;16272;fiscalizacao-bt ;1550;0,1;6,95;0;1,09
processo ;79963;reclamacao verif-instalacao-bt ;1537;0,02;4,32;0;1,02
processo verif-instalacao-bt ;2925;reclamacao ;1537;0,53;11,86;0;2,01
reclamacao ;207044;processo verif-instalacao-bt ;1537;0,01;11,86;0;1,01
reclamacao processo ;10605;verif-instalacao-bt ;1537;0,14;11;0;1,15
reclamacao verif-instalacao-bt ;20774;processo ;1537;0,07;4,32;0;1,06
verif-instalacao-bt ;61563;reclamacao processo ;1537;0,02;11;0;1,02
solicitacaoouvidoria ;13841;verif-instalacao-bt ;1508;0,11;8,27;0;1,11
verif-instalacao-bt ;61563;solicitacaoouvidoria ;1508;0,02;8,27;0;1,02
reclamacao ;207044;vistoria-bt ;1497;0,01;2,54;0;1
vistoria-bt ;13317;reclamacao ;1497;0,11;2,54;0;1,08
afericao-bt ;27085;reclamacao substituicao-bt ;1487;0,05;41,56;0;1,06
afericao-bt substituicao-bt ;2901;reclamacao ;1487;0,51;11,57;0;1,96
reclamacao ;207044;afericao-bt substituicao-bt ;1487;0,01;11,57;0;1,01
reclamacao afericao-bt ;12320;substituicao-bt ;1487;0,12;22,09;0;1,13
reclamacao substituicao-bt ;6174;afericao-bt ;1487;0,24;41,56;0;1,31
substituicao-bt ;25541;reclamacao afericao-bt ;1487;0,06;22,09;0;1,06
fiscalizacao-bt ;64097;vistoria-bt ;1430;0,02;7,83;0;1,02
vistoria-bt ;13317;fiscalizacao-bt ;1430;0,11;7,83;0;1,1
modifmanut-medic-bt ;49414;ren reclamacao ;1428;0,03;8,71;0;1,03
reclamacao ;207044;ren modifmanut-medic-bt ;1428;0,01;4,53;0;1,01
reclamacao modifmanut-medic-bt ;10674;ren ;1428;0,13;2,04;0;1,08
ren ;306902;reclamacao modifmanut-medic-bt ;1428;0;2,04;0;1
ren modifmanut-medic-bt ;7112;reclamacao ;1428;0,2;4,53;0;1,2
ren reclamacao ;15503;modifmanut-medic-bt ;1428;0,09;8,71;0;1,09
processo ;79963;solicitacaoouvidoria ;1420;0,02;6;0;1,02
solicitacaoouvidoria ;13841;processo ;1420;0,1;6;0;1,1
afericao-bt ;27085;reclamacao processo ;1413;0,05;22,99;0;1,05
processo ;79963;reclamacao afericao-bt ;1413;0,02;6,7;0;1,02
processo afericao-bt ;2627;reclamacao ;1413;0,54;12,14;0;2,07
reclamacao ;207044;processo afericao-bt ;1413;0,01;12,14;0;1,01
reclamacao afericao-bt ;12320;processo ;1413;0,11;6,7;0;1,11
reclamacao processo ;10605;afericao-bt ;1413;0,13;22,99;0;1,15
modifmanut-medic-bt ;49414;negativacao substituicao-bt ;1390;0,03;14,34;0;1,03
modifmanut-medic-bt substituicao-bt ;4263;negativacao ;1390;0,33;1,67;0;1,19
negativacao ;913226;modifmanut-medic-bt substituicao-bt ;1390;0;1,67;0;1
negativacao modifmanut-medic-bt ;15703;substituicao-bt ;1390;0,09;16,2;0;1,09
negativacao substituicao-bt ;9169;modifmanut-medic-bt ;1390;0,15;14,34;0;1,17
substituicao-bt ;25541;negativacao modifmanut-medic-bt ;1390;0,05;16,2;0;1,05
alterar-carga-bt ;13586;religacao-bt ;1387;0,1;1,24;0;1,02
religacao-bt ;383478;alterar-carga-bt ;1387;0;1,24;0;1
alterar-carga-bt ;13586;fiscalizacao-bt vistoria-bt ;1373;0,1;330,32;0;1,11
alterar-carga-bt vistoria-bt ;7659;fiscalizacao-bt ;1373;0,18;13,07;0;1,2
fiscalizacao-bt ;64097;alterar-carga-bt vistoria-bt ;1373;0,02;13,07;0;1,02
fiscalizacao-bt alterar-carga-bt ;2267;vistoria-bt ;1373;0,61;212,57;0;2,53
fiscalizacao-bt vistoria-bt ;1430;alterar-carga-bt ;1373;0,96;330,32;0;24,58
vistoria-bt ;13317;fiscalizacao-bt alterar-carga-bt ;1373;0,1;212,57;0;1,11
processo ;79963;substituicao-bt ;1366;0,02;3,13;0;1,01
substituicao-bt ;25541;processo ;1366;0,05;3,13;0;1,04
afericao-bt ;27085;solicitacaoouvidoria ;1335;0,05;16,64;0;1,05
solicitacaoouvidoria ;13841;afericao-bt ;1335;0,1;16,64;0;1,1
fiscalizacao-bt ;64097;modifmanut-medic-bt ;1333;0,02;1,97;0;1,01
modifmanut-medic-bt ;49414;fiscalizacao-bt ;1333;0,03;1,97;0;1,01
reclamacao ;207044;retificacao-nome-end ;1326;0,01;4,51;0;1,01
retificacao-nome-end ;6637;reclamacao ;1326;0,2;4,51;0;1,19
ren ;306902;solicitacaoouvidoria ;1320;0;1,45;0;1
solicitacaoouvidoria ;13841;ren ;1320;0,1;1,45;0;1,03
corte-bt ;489093;ren modifmanut-medic-bt ;1308;0;1,76;0;1
corte-bt modifmanut-medic-bt ;8508;ren ;1308;0,15;2,34;0;1,1
corte-bt ren ;52998;modifmanut-medic-bt ;1308;0,02;2,33;0;1,01
modifmanut-medic-bt ;49414;corte-bt ren ;1308;0,03;2,33;0;1,02
ren ;306902;corte-bt modifmanut-medic-bt ;1308;0;2,34;0;1
ren modifmanut-medic-bt ;7112;corte-bt ;1308;0,18;1,76;0;1,1
corte-bt ;489093;fiscalizacao-bt verif-instalacao-bt ;1302;0;7,09;0;1
corte-bt fiscalizacao-bt ;46776;verif-instalacao-bt ;1302;0,03;2,11;0;1,02
corte-bt verif-instalacao-bt ;11365;fiscalizacao-bt ;1302;0,11;8,35;0;1,11
fiscalizacao-bt ;64097;corte-bt verif-instalacao-bt ;1302;0,02;8,35;0;1,02
fiscalizacao-bt verif-instalacao-bt ;1754;corte-bt ;1302;0,74;7,09;0;3,47
verif-instalacao-bt ;61563;corte-bt fiscalizacao-bt ;1302;0,02;2,11;0;1,01
religacao-bt ;383478;vistoria-bt ;1300;0;1,19;0;1
vistoria-bt ;13317;religacao-bt ;1300;0,1;1,19;0;1,02
processo ;79963;ren reclamacao ;1288;0,02;4,86;0;1,01
reclamacao ;207044;ren processo ;1288;0,01;2,59;0;1
reclamacao processo ;10605;ren ;1288;0,12;1,85;0;1,06
ren ;306902;reclamacao processo ;1288;0;1,85;0;1
ren processo ;11224;reclamacao ;1288;0,11;2,59;0;1,08
ren reclamacao ;15503;processo ;1288;0,08;4,86;0;1,07
